"OrderID";"CustomerID";"SalespersonPersonID";"OrderDate";"InvoiceID";"InvoiceDate";"TotalDryItems";"TotalChillerItems";"TransactionDate";"AmountExcludingTax";"OutstandingBalance";"TransactionAmount";"CustomerName";"PhoneNumber"
"63990";"922";"7";"01/01/2016 00:00:00";"61350";"01/01/2016 00:00:00";"3";"0";"01/01/2016 00:00:00";"479.00";"0.00";"550.85";"Sumati Chatterjee";"(231) 555-0100"
"63991";"17";"14";"01/01/2016 00:00:00";"61351";"01/01/2016 00:00:00";"3";"0";"01/01/2016 00:00:00";"490.00";"0.00";"563.50";"Tailspin Toys (East Fultonham, OH)";"(216) 555-0100"
"63992";"599";"3";"01/01/2016 00:00:00";"61352";"01/01/2016 00:00:00";"3";"0";"01/01/2016 00:00:00";"780.00";"0.00";"897.00";"Wingtip Toys (Dickworsham, TX)";"(210) 555-0100"
"63993";"879";"15";"01/01/2016 00:00:00";"61353";"01/01/2016 00:00:00";"5";"0";"01/01/2016 00:00:00";"1,942.40";"0.00";"2,233.76";"Jitka Necesana";"(212) 555-0100"
"63994";"568";"16";"01/01/2016 00:00:00";"61354";"01/01/2016 00:00:00";"4";"0";"01/01/2016 00:00:00";"2,544.00";"0.00";"2,925.60";"Wingtip Toys (Ovilla, TX)";"(210) 555-0100"
"63995";"582";"8";"01/01/2016 00:00:00";"61355";"01/01/2016 00:00:00";"5";"0";"01/01/2016 00:00:00";"4,010.70";"0.00";"4,612.31";"Wingtip Toys (Montoya, NM)";"(505) 555-0100"
"63996";"104";"16";"01/01/2016 00:00:00";"61356";"01/01/2016 00:00:00";"2";"0";"01/01/2016 00:00:00";"607.00";"0.00";"698.05";"Tailspin Toys (Wallagrass, ME)";"(207) 555-0100"
"63997";"593";"14";"01/01/2016 00:00:00";"61357";"01/01/2016 00:00:00";"1";"0";"01/01/2016 00:00:00";"52.00";"0.00";"59.80";"Wingtip Toys (Cuyamungue, NM)";"(505) 555-0100"
"63998";"80";"6";"01/01/2016 00:00:00";"61358";"01/01/2016 00:00:00";"5";"0";"01/01/2016 00:00:00";"1,958.00";"0.00";"2,251.70";"Tailspin Toys (Valdese, NC)";"(252) 555-0100"
"63999";"71";"7";"01/01/2016 00:00:00";"61359";"01/01/2016 00:00:00";"4";"0";"01/01/2016 00:00:00";"3,517.60";"0.00";"4,045.24";"Tailspin Toys (Good Hart, MI)";"(231) 555-0100"
"64000";"522";"20";"01/01/2016 00:00:00";"61360";"01/01/2016 00:00:00";"1";"0";"01/01/2016 00:00:00";"315.00";"0.00";"362.25";"Wingtip Toys (Dickerson, MD)";"(240) 555-0100"
"64001";"147";"8";"01/01/2016 00:00:00";"61361";"01/01/2016 00:00:00";"4";"0";"01/01/2016 00:00:00";"896.00";"0.00";"1,030.40";"Tailspin Toys (Fishtail, MT)";"(406) 555-0100"
"64002";"170";"14";"01/01/2016 00:00:00";"61362";"01/01/2016 00:00:00";"1";"0";"01/01/2016 00:00:00";"5,000.00";"0.00";"5,750.00";"Tailspin Toys (Eastchester, NY)";"(212) 555-0100"
"64003";"60";"3";"01/01/2016 00:00:00";"61363";"01/01/2016 00:00:00";"2";"0";"01/01/2016 00:00:00";"781.00";"0.00";"898.15";"Tailspin Toys (East Dailey, WV)";"(304) 555-0100"
"64004";"932";"20";"01/01/2016 00:00:00";"61364";"01/01/2016 00:00:00";"2";"0";"01/01/2016 00:00:00";"412.00";"0.00";"473.80";"Nicolo Cattaneo";"(212) 555-0100"
"64005";"30";"6";"01/01/2016 00:00:00";"61365";"01/01/2016 00:00:00";"5";"0";"01/01/2016 00:00:00";"4,278.80";"0.00";"4,920.62";"Tailspin Toys (Koontzville, WA)";"(206) 555-0100"
"64006";"464";"16";"01/01/2016 00:00:00";"61366";"01/01/2016 00:00:00";"2";"0";"01/01/2016 00:00:00";"2,323.00";"0.00";"2,671.45";"Wingtip Toys (Glen Ullin, ND)";"(701) 555-0100"
"64007";"488";"8";"01/01/2016 00:00:00";"61367";"01/01/2016 00:00:00";"4";"0";"01/01/2016 00:00:00";"1,301.20";"0.00";"1,496.38";"Wingtip Toys (Isabela, PR)";"(787) 555-0100"
"64008";"845";"15";"01/01/2016 00:00:00";"61368";"01/01/2016 00:00:00";"4";"0";"01/01/2016 00:00:00";"965.65";"0.00";"1,110.50";"Emilie Hrdlickova";"(803) 555-0100"
"64016";"988";"3";"02/01/2016 00:00:00";"61369";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"6,554.00";"0.00";"7,537.10";"Maksims Krastins";"(304) 555-0100"
"64017";"532";"6";"02/01/2016 00:00:00";"61370";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"361.60";"0.00";"415.84";"Wingtip Toys (Waycross, GA)";"(229) 555-0100"
"64018";"51";"3";"02/01/2016 00:00:00";"61371";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"3,423.00";"0.00";"3,936.45";"Tailspin Toys (Imlaystown, NJ)";"(201) 555-0100"
"64019";"1031";"13";"02/01/2016 00:00:00";"61372";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"1,062.75";"0.00";"1,222.16";"Dipti Shah";"(216) 555-0100"
"64020";"516";"15";"02/01/2016 00:00:00";"61373";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"5,921.00";"0.00";"6,809.15";"Wingtip Toys (Harkers Island, NC)";"(252) 555-0100"
"64021";"167";"3";"02/01/2016 00:00:00";"61374";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"4,555.20";"0.00";"5,238.48";"Tailspin Toys (Rockwall, TX)";"(210) 555-0100"
"64022";"1045";"2";"02/01/2016 00:00:00";"61375";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"2,850.00";"0.00";"3,277.50";"Matteo Cattaneo";"(229) 555-0100"
"64023";"87";"7";"02/01/2016 00:00:00";"61376";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"10,456.40";"0.00";"12,024.86";"Tailspin Toys (Sauquoit, NY)";"(212) 555-0100"
"64024";"863";"3";"02/01/2016 00:00:00";"61377";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"917.00";"0.00";"1,054.55";"Jakub Lukes";"(212) 555-0100"
"64025";"26";"2";"02/01/2016 00:00:00";"61378";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"2,830.00";"0.00";"3,254.50";"Tailspin Toys (Hedrick, IA)";"(319) 555-0100"
"64026";"838";"6";"02/01/2016 00:00:00";"61379";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"271.60";"0.00";"312.34";"Pavel Bogdanov";"(339) 555-0100"
"64027";"813";"13";"02/01/2016 00:00:00";"61380";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"334.00";"0.00";"384.10";"Shyam Poddar";"(218) 555-0100"
"64028";"823";"16";"02/01/2016 00:00:00";"61381";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"7,461.60";"0.00";"8,580.84";"Francisca Laureano";"(319) 555-0100"
"64029";"938";"8";"02/01/2016 00:00:00";"61382";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"4,710.00";"0.00";"5,416.50";"Anna Gyarmathi";"(252) 555-0100"
"64030";"804";"16";"02/01/2016 00:00:00";"61383";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"2,074.00";"0.00";"2,385.10";"Aleksandrs Riekstins";"(605) 555-0100"
"64031";"1042";"13";"02/01/2016 00:00:00";"61384";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"1,385.60";"0.00";"1,593.44";"Nguyen Banh";"(239) 555-0100"
"64032";"103";"13";"02/01/2016 00:00:00";"61385";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"5,920.00";"0.00";"6,808.00";"Tailspin Toys (Kalvesta, KS)";"(316) 555-0100"
"64033";"416";"6";"02/01/2016 00:00:00";"61386";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"4,148.00";"0.00";"4,770.20";"Wingtip Toys (Necedah, WI)";"(262) 555-0100"
"64034";"1056";"2";"02/01/2016 00:00:00";"61387";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"1,056.40";"0.00";"1,214.86";"Kalyani Benjaree";"(212) 555-0100"
"64035";"972";"6";"02/01/2016 00:00:00";"61388";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"9,848.00";"0.00";"11,325.20";"Lakshmi Benipal";"(209) 555-0100"
"64036";"518";"16";"02/01/2016 00:00:00";"61389";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"674.90";"0.00";"776.14";"Wingtip Toys (Raton, NM)";"(505) 555-0100"
"64037";"423";"6";"02/01/2016 00:00:00";"61390";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"474.00";"0.00";"545.10";"Wingtip Toys (Baldwin City, KS)";"(316) 555-0100"
"64038";"946";"20";"02/01/2016 00:00:00";"61391";"02/01/2016 00:00:00";"3";"1";"02/01/2016 00:00:00";"2,859.40";"0.00";"3,267.79";"David safranek";"(215) 555-0100"
"64039";"32";"15";"02/01/2016 00:00:00";"61392";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"3,101.20";"0.00";"3,566.38";"Tailspin Toys (Maypearl, TX)";"(210) 555-0100"
"64040";"448";"13";"02/01/2016 00:00:00";"61393";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"2,174.50";"0.00";"2,500.68";"Wingtip Toys (Salt Wells, NV)";"(702) 555-0100"
"64041";"1012";"13";"02/01/2016 00:00:00";"61394";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"17,791.20";"0.00";"20,459.88";"Urve Kasesalu";"(319) 555-0100"
"64042";"25";"16";"02/01/2016 00:00:00";"61395";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"7,086.75";"0.00";"8,149.76";"Tailspin Toys (Avenal, CA)";"(209) 555-0100"
"64043";"988";"14";"02/01/2016 00:00:00";"61396";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"4,081.00";"0.00";"4,693.15";"Maksims Krastins";"(304) 555-0100"
"64044";"200";"2";"02/01/2016 00:00:00";"61397";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"2,237.00";"0.00";"2,572.55";"Tailspin Toys (Tooele, UT)";"(385) 555-0100"
"64045";"808";"6";"02/01/2016 00:00:00";"61398";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"4,632.00";"0.00";"5,326.80";"Jackson Kolios";"(209) 555-0100"
"64046";"45";"7";"02/01/2016 00:00:00";"61399";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"912.00";"0.00";"1,048.80";"Tailspin Toys (Severna Park, MD)";"(240) 555-0100"
"64047";"477";"8";"02/01/2016 00:00:00";"61400";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"898.60";"0.00";"1,033.39";"Wingtip Toys (Glancy, MS)";"(228) 555-0100"
"64048";"814";"2";"02/01/2016 00:00:00";"61401";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"2,471.00";"0.00";"2,841.65";"Johanna Hoornstra";"(210) 555-0100"
"64049";"33";"3";"02/01/2016 00:00:00";"61402";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"3,082.00";"0.00";"3,544.30";"Tailspin Toys (Boyden Arbor, SC)";"(803) 555-0100"
"64050";"878";"6";"02/01/2016 00:00:00";"61403";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"889.00";"0.00";"1,022.35";"Miriam House";"(701) 555-0100"
"64051";"1017";"14";"02/01/2016 00:00:00";"61404";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"687.00";"0.00";"790.05";"David Novacek ";"(423) 555-0100"
"64052";"567";"15";"02/01/2016 00:00:00";"61405";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"2,968.00";"0.00";"3,413.20";"Wingtip Toys (Jeromesville, OH)";"(216) 555-0100"
"64053";"898";"6";"02/01/2016 00:00:00";"61406";"02/01/2016 00:00:00";"2";"0";"02/01/2016 00:00:00";"282.00";"0.00";"324.30";"Gopalgobinda Sikdar";"(307) 555-0100"
"64054";"463";"15";"02/01/2016 00:00:00";"61407";"02/01/2016 00:00:00";"1";"0";"02/01/2016 00:00:00";"65.00";"0.00";"74.75";"Wingtip Toys (Cowlington, OK)";"(405) 555-0100"
"64055";"567";"14";"02/01/2016 00:00:00";"61408";"02/01/2016 00:00:00";"5";"0";"02/01/2016 00:00:00";"4,662.00";"0.00";"5,361.30";"Wingtip Toys (Jeromesville, OH)";"(216) 555-0100"
"64056";"416";"16";"02/01/2016 00:00:00";"61409";"02/01/2016 00:00:00";"4";"0";"02/01/2016 00:00:00";"3,796.60";"0.00";"4,366.09";"Wingtip Toys (Necedah, WI)";"(262) 555-0100"
"64057";"998";"14";"02/01/2016 00:00:00";"61410";"02/01/2016 00:00:00";"1";"0";"02/01/2016 00:00:00";"320.00";"0.00";"368.00";"Mahavir Sonkar";"(505) 555-0100"
"64058";"154";"13";"02/01/2016 00:00:00";"61411";"02/01/2016 00:00:00";"3";"1";"02/01/2016 00:00:00";"4,069.40";"0.00";"4,659.29";"Tailspin Toys (Eden Valley, MN)";"(218) 555-0100"
"64059";"1018";"15";"02/01/2016 00:00:00";"61412";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"577.00";"0.00";"663.55";"Nils Kaulins";"(406) 555-0100"
"64060";"99";"8";"02/01/2016 00:00:00";"61413";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"2,560.00";"0.00";"2,944.00";"Tailspin Toys (Guin, AL)";"(205) 555-0100"
"64061";"84";"6";"02/01/2016 00:00:00";"61414";"02/01/2016 00:00:00";"3";"0";"02/01/2016 00:00:00";"2,484.50";"0.00";"2,857.18";"Tailspin Toys (Aceitunas, PR)";"(787) 555-0100"
"64068";"506";"7";"04/01/2016 00:00:00";"61421";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"3,608.80";"0.00";"4,150.12";"Wingtip Toys (North Beach Haven, NJ)";"(201) 555-0100"
"64069";"967";"13";"04/01/2016 00:00:00";"61422";"04/01/2016 00:00:00";"5";"0";"04/01/2016 00:00:00";"536.00";"0.00";"616.40";"Meera Patel";"(217) 555-0100"
"64070";"172";"14";"04/01/2016 00:00:00";"61423";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"2,008.80";"0.00";"2,310.12";"Tailspin Toys (Madrone, NM)";"(505) 555-0100"
"64071";"98";"20";"04/01/2016 00:00:00";"61424";"04/01/2016 00:00:00";"3";"0";"04/01/2016 00:00:00";"393.00";"0.00";"451.95";"Tailspin Toys (El Centro, CA)";"(209) 555-0100"
"64072";"405";"3";"04/01/2016 00:00:00";"61425";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"5,167.40";"0.00";"5,942.51";"Wingtip Toys (Bourbonnais, IL)";"(217) 555-0100"
"64073";"967";"3";"04/01/2016 00:00:00";"61426";"04/01/2016 00:00:00";"5";"0";"04/01/2016 00:00:00";"2,919.00";"0.00";"3,356.85";"Meera Patel";"(217) 555-0100"
"64074";"982";"2";"04/01/2016 00:00:00";"61427";"04/01/2016 00:00:00";"2";"1";"04/01/2016 00:00:00";"3,454.80";"0.00";"3,880.68";"Yves Belisle";"(480) 555-0100"
"64075";"472";"20";"04/01/2016 00:00:00";"61428";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"1,739.00";"0.00";"1,999.85";"Wingtip Toys (San Jacinto, CA)";"(209) 555-0100"
"64076";"909";"16";"04/01/2016 00:00:00";"61429";"04/01/2016 00:00:00";"4";"1";"04/01/2016 00:00:00";"1,316.60";"0.00";"1,503.83";"Dena Glissen";"(316) 555-0100"
"64077";"1017";"7";"04/01/2016 00:00:00";"61430";"04/01/2016 00:00:00";"4";"1";"04/01/2016 00:00:00";"5,630.40";"0.00";"6,403.14";"David Novacek ";"(423) 555-0100"
"64078";"825";"16";"04/01/2016 00:00:00";"61431";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"7,990.00";"0.00";"9,188.50";"Jayanta Thakur";"(276) 555-0100"
"64079";"165";"16";"04/01/2016 00:00:00";"61432";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"2,506.00";"0.00";"2,881.90";"Tailspin Toys (Topstone, CT)";"(203) 555-0100"
"64080";"1006";"2";"04/01/2016 00:00:00";"61433";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"1,163.60";"0.00";"1,338.14";"Taj Syme";"(216) 555-0100"
"64081";"100";"20";"04/01/2016 00:00:00";"61434";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"416.00";"0.00";"478.40";"Tailspin Toys (Tunnelhill, PA)";"(215) 555-0100"
"64082";"854";"6";"04/01/2016 00:00:00";"61435";"04/01/2016 00:00:00";"5";"0";"04/01/2016 00:00:00";"1,030.80";"0.00";"1,185.42";"Daakshaayaani Kommineni";"(239) 555-0100"
"64083";"870";"8";"04/01/2016 00:00:00";"61436";"04/01/2016 00:00:00";"3";"0";"04/01/2016 00:00:00";"418.75";"0.00";"481.56";"In-Su Bae";"(206) 555-0100"
"64084";"433";"16";"04/01/2016 00:00:00";"61437";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"4,639.40";"0.00";"5,335.31";"Wingtip Toys (Balko, OK)";"(405) 555-0100"
"64085";"1045";"2";"04/01/2016 00:00:00";"61438";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"2,463.00";"0.00";"2,832.45";"Matteo Cattaneo";"(229) 555-0100"
"64086";"828";"2";"04/01/2016 00:00:00";"61439";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"799.20";"0.00";"919.08";"Sercan Celik";"(217) 555-0100"
"64087";"106";"14";"04/01/2016 00:00:00";"61440";"04/01/2016 00:00:00";"3";"0";"04/01/2016 00:00:00";"576.00";"0.00";"662.40";"Tailspin Toys (Tumacacori, AZ)";"(480) 555-0100"
"64088";"80";"20";"04/01/2016 00:00:00";"61441";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"860.00";"0.00";"989.00";"Tailspin Toys (Valdese, NC)";"(252) 555-0100"
"64089";"541";"13";"04/01/2016 00:00:00";"61442";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"4,087.00";"0.00";"4,700.05";"Wingtip Toys (Mickleton, NJ)";"(201) 555-0100"
"64090";"498";"2";"04/01/2016 00:00:00";"61443";"04/01/2016 00:00:00";"5";"0";"04/01/2016 00:00:00";"3,900.00";"0.00";"4,485.00";"Wingtip Toys (Obetz, OH)";"(216) 555-0100"
"64091";"183";"13";"04/01/2016 00:00:00";"61444";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"3,240.00";"0.00";"3,726.00";"Tailspin Toys (Tierra Verde, FL)";"(239) 555-0100"
"64092";"562";"20";"04/01/2016 00:00:00";"61445";"04/01/2016 00:00:00";"4";"1";"04/01/2016 00:00:00";"2,562.00";"0.00";"2,853.96";"Wingtip Toys (Ware Shoals, SC)";"(803) 555-0100"
"64093";"569";"15";"04/01/2016 00:00:00";"61446";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"512.00";"0.00";"588.80";"Wingtip Toys (West Frostproof, FL)";"(239) 555-0100"
"64094";"188";"6";"04/01/2016 00:00:00";"61447";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"2,820.00";"0.00";"3,243.00";"Tailspin Toys (Premont, TX)";"(210) 555-0100"
"64095";"184";"15";"04/01/2016 00:00:00";"61448";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"216.00";"0.00";"248.40";"Tailspin Toys (South Euclid, OH)";"(216) 555-0100"
"64096";"35";"7";"04/01/2016 00:00:00";"61449";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"1,309.00";"0.00";"1,505.35";"Tailspin Toys (Slanesville, WV)";"(304) 555-0100"
"64097";"1019";"20";"04/01/2016 00:00:00";"61450";"04/01/2016 00:00:00";"5";"0";"04/01/2016 00:00:00";"1,519.00";"0.00";"1,746.85";"Dhanishta Pullela";"(304) 555-0100"
"64098";"976";"2";"04/01/2016 00:00:00";"61451";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"881.00";"0.00";"1,013.15";"Alinne Matos";"(229) 555-0100"
"64099";"863";"16";"04/01/2016 00:00:00";"61452";"04/01/2016 00:00:00";"5";"0";"04/01/2016 00:00:00";"5,690.00";"0.00";"6,543.50";"Jakub Lukes";"(212) 555-0100"
"64100";"808";"20";"04/01/2016 00:00:00";"61453";"04/01/2016 00:00:00";"2";"0";"04/01/2016 00:00:00";"437.00";"0.00";"502.55";"Jackson Kolios";"(209) 555-0100"
"64101";"444";"3";"04/01/2016 00:00:00";"61454";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"659.00";"0.00";"757.85";"Wingtip Toys (Tea, SD)";"(605) 555-0100"
"64102";"488";"13";"04/01/2016 00:00:00";"61455";"04/01/2016 00:00:00";"3";"0";"04/01/2016 00:00:00";"1,600.00";"0.00";"1,840.00";"Wingtip Toys (Isabela, PR)";"(787) 555-0100"
"64103";"941";"16";"04/01/2016 00:00:00";"61456";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"1,634.00";"0.00";"1,879.10";"Bishwa Chatterjee";"(239) 555-0100"
"64104";"998";"16";"04/01/2016 00:00:00";"61457";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"1,965.00";"0.00";"2,259.75";"Mahavir Sonkar";"(505) 555-0100"
"64105";"889";"3";"04/01/2016 00:00:00";"61458";"04/01/2016 00:00:00";"4";"0";"04/01/2016 00:00:00";"2,412.60";"0.00";"2,774.49";"Sointu Savonheimo";"(701) 555-0100"
"64106";"831";"8";"04/01/2016 00:00:00";"61459";"04/01/2016 00:00:00";"2";"1";"04/01/2016 00:00:00";"1,993.60";"0.00";"2,210.56";"Bhaavan Rai";"(308) 555-0100"
"64107";"412";"14";"04/01/2016 00:00:00";"61460";"04/01/2016 00:00:00";"3";"0";"04/01/2016 00:00:00";"1,395.00";"0.00";"1,604.25";"Wingtip Toys (Bozeman Hot Springs, MT)";"(406) 555-0100"
"64108";"35";"3";"04/01/2016 00:00:00";"61461";"04/01/2016 00:00:00";"3";"1";"04/01/2016 00:00:00";"2,638.00";"0.00";"3,016.30";"Tailspin Toys (Slanesville, WV)";"(304) 555-0100"
